# NOTE: Due to Unicode character width variations, the formatting will appear
# broken in text editors. For proper viewing, use: cat mappings_comparison.txt
================================================================================

Total codepoints: 1114112
Inconsistencies found: 2210

Inconsistencies:

Codepoint | Char    | Elixir Result | JavaScript Result
56010     | invalid | -             | 56010
56011     | invalid | -             | 56011
56012     | invalid | -             | 56012
56013     | invalid | -             | 56013
56014     | invalid | -             | 56014
56015     | invalid | -             | 56015
56016     | invalid | -             | 56016
56017     | invalid | -             | 56017
56018     | invalid | -             | 56018
56019     | invalid | -             | 56019
56020     | invalid | -             | 56020
56021     | invalid | -             | 56021
56022     | invalid | -             | 56022
56023     | invalid | -             | 56023
56024     | invalid | -             | 56024
56025     | invalid | -             | 56025
56026     | invalid | -             | 56026
56027     | invalid | -             | 56027
56028     | invalid | -             | 56028
56029     | invalid | -             | 56029
56030     | invalid | -             | 56030
56031     | invalid | -             | 56031
56032     | invalid | -             | 56032
56033     | invalid | -             | 56033
56034     | invalid | -             | 56034
56035     | invalid | -             | 56035
56036     | invalid | -             | 56036
56037     | invalid | -             | 56037
56038     | invalid | -             | 56038
56039     | invalid | -             | 56039
56040     | invalid | -             | 56040
56041     | invalid | -             | 56041
56042     | invalid | -             | 56042
56043     | invalid | -             | 56043
56044     | invalid | -             | 56044
56045     | invalid | -             | 56045
56046     | invalid | -             | 56046
56047     | invalid | -             | 56047
56048     | invalid | -             | 56048
56049     | invalid | -             | 56049
56050     | invalid | -             | 56050
56051     | invalid | -             | 56051
56052     | invalid | -             | 56052
56053     | invalid | -             | 56053
56054     | invalid | -             | 56054
56055     | invalid | -             | 56055
56056     | invalid | -             | 56056
56057     | invalid | -             | 56057
56058     | invalid | -             | 56058
56059     | invalid | -             | 56059
56060     | invalid | -             | 56060
56061     | invalid | -             | 56061
56062     | invalid | -             | 56062
56063     | invalid | -             | 56063
56064     | invalid | -             | 56064
56065     | invalid | -             | 56065
56066     | invalid | -             | 56066
56067     | invalid | -             | 56067
56068     | invalid | -             | 56068
56069     | invalid | -             | 56069
56070     | invalid | -             | 56070
56071     | invalid | -             | 56071
56072     | invalid | -             | 56072
56073     | invalid | -             | 56073
56074     | invalid | -             | 56074
56075     | invalid | -             | 56075
56076     | invalid | -             | 56076
56077     | invalid | -             | 56077
56078     | invalid | -             | 56078
56079     | invalid | -             | 56079
56080     | invalid | -             | 56080
56081     | invalid | -             | 56081
56082     | invalid | -             | 56082
56083     | invalid | -             | 56083
56084     | invalid | -             | 56084
56085     | invalid | -             | 56085
56086     | invalid | -             | 56086
56087     | invalid | -             | 56087
56088     | invalid | -             | 56088
56089     | invalid | -             | 56089
56090     | invalid | -             | 56090
56091     | invalid | -             | 56091
56092     | invalid | -             | 56092
56093     | invalid | -             | 56093
56094     | invalid | -             | 56094
56095     | invalid | -             | 56095
56096     | invalid | -             | 56096
56097     | invalid | -             | 56097
56098     | invalid | -             | 56098
56099     | invalid | -             | 56099
56100     | invalid | -             | 56100
56101     | invalid | -             | 56101
56102     | invalid | -             | 56102
56103     | invalid | -             | 56103
56104     | invalid | -             | 56104
56105     | invalid | -             | 56105
56106     | invalid | -             | 56106
56107     | invalid | -             | 56107
56108     | invalid | -             | 56108
56109     | invalid | -             | 56109
56110     | invalid | -             | 56110
56111     | invalid | -             | 56111
56112     | invalid | -             | 56112
56113     | invalid | -             | 56113
56114     | invalid | -             | 56114
56115     | invalid | -             | 56115
56116     | invalid | -             | 56116
56117     | invalid | -             | 56117
56118     | invalid | -             | 56118
56119     | invalid | -             | 56119
56120     | invalid | -             | 56120
56121     | invalid | -             | 56121
56122     | invalid | -             | 56122
56123     | invalid | -             | 56123
56124     | invalid | -             | 56124
56125     | invalid | -             | 56125
56126     | invalid | -             | 56126
56127     | invalid | -             | 56127
56128     | invalid | -             | 56128
56129     | invalid | -             | 56129
56130     | invalid | -             | 56130
56131     | invalid | -             | 56131
56132     | invalid | -             | 56132
56133     | invalid | -             | 56133
56134     | invalid | -             | 56134
56135     | invalid | -             | 56135
56136     | invalid | -             | 56136
56137     | invalid | -             | 56137
56138     | invalid | -             | 56138
56139     | invalid | -             | 56139
56140     | invalid | -             | 56140
56141     | invalid | -             | 56141
56142     | invalid | -             | 56142
56143     | invalid | -             | 56143
56144     | invalid | -             | 56144
56145     | invalid | -             | 56145
56146     | invalid | -             | 56146
56147     | invalid | -             | 56147
56148     | invalid | -             | 56148
56149     | invalid | -             | 56149
56150     | invalid | -             | 56150
56151     | invalid | -             | 56151
56152     | invalid | -             | 56152
56153     | invalid | -             | 56153
56154     | invalid | -             | 56154
56155     | invalid | -             | 56155
56156     | invalid | -             | 56156
56157     | invalid | -             | 56157
56158     | invalid | -             | 56158
56159     | invalid | -             | 56159
56160     | invalid | -             | 56160
56161     | invalid | -             | 56161
56162     | invalid | -             | 56162
56163     | invalid | -             | 56163
56164     | invalid | -             | 56164
56165     | invalid | -             | 56165
56166     | invalid | -             | 56166
56167     | invalid | -             | 56167
56168     | invalid | -             | 56168
56169     | invalid | -             | 56169
56170     | invalid | -             | 56170
56171     | invalid | -             | 56171
56172     | invalid | -             | 56172
56173     | invalid | -             | 56173
56174     | invalid | -             | 56174
56175     | invalid | -             | 56175
56176     | invalid | -             | 56176
56177     | invalid | -             | 56177
56178     | invalid | -             | 56178
56179     | invalid | -             | 56179
56180     | invalid | -             | 56180
56181     | invalid | -             | 56181
56182     | invalid | -             | 56182
56183     | invalid | -             | 56183
56184     | invalid | -             | 56184
56185     | invalid | -             | 56185
56186     | invalid | -             | 56186
56187     | invalid | -             | 56187
56188     | invalid | -             | 56188
56189     | invalid | -             | 56189
56190     | invalid | -             | 56190
56191     | invalid | -             | 56191
56192     | invalid | -             | 56192
56193     | invalid | -             | 56193
56194     | invalid | -             | 56194
56195     | invalid | -             | 56195
56196     | invalid | -             | 56196
56197     | invalid | -             | 56197
56198     | invalid | -             | 56198
56199     | invalid | -             | 56199
56200     | invalid | -             | 56200
56201     | invalid | -             | 56201
56202     | invalid | -             | 56202
56203     | invalid | -             | 56203
56204     | invalid | -             | 56204
56205     | invalid | -             | 56205
56206     | invalid | -             | 56206
56207     | invalid | -             | 56207
56208     | invalid | -             | 56208
56209     | invalid | -             | 56209
56210     | invalid | -             | 56210
56211     | invalid | -             | 56211
56212     | invalid | -             | 56212
56213     | invalid | -             | 56213
56214     | invalid | -             | 56214
56215     | invalid | -             | 56215
56216     | invalid | -             | 56216
56217     | invalid | -             | 56217
56218     | invalid | -             | 56218
56219     | invalid | -             | 56219
56220     | invalid | -             | 56220
56221     | invalid | -             | 56221
56222     | invalid | -             | 56222
56223     | invalid | -             | 56223
56224     | invalid | -             | 56224
56225     | invalid | -             | 56225
56226     | invalid | -             | 56226
56227     | invalid | -             | 56227
56228     | invalid | -             | 56228
56229     | invalid | -             | 56229
56230     | invalid | -             | 56230
56231     | invalid | -             | 56231
56232     | invalid | -             | 56232
56233     | invalid | -             | 56233
56234     | invalid | -             | 56234
56235     | invalid | -             | 56235
56236     | invalid | -             | 56236
56237     | invalid | -             | 56237
56238     | invalid | -             | 56238
56239     | invalid | -             | 56239
56240     | invalid | -             | 56240
56241     | invalid | -             | 56241
56242     | invalid | -             | 56242
56243     | invalid | -             | 56243
56244     | invalid | -             | 56244
56245     | invalid | -             | 56245
56246     | invalid | -             | 56246
56247     | invalid | -             | 56247
56248     | invalid | -             | 56248
56249     | invalid | -             | 56249
56250     | invalid | -             | 56250
56251     | invalid | -             | 56251
56252     | invalid | -             | 56252
56253     | invalid | -             | 56253
56254     | invalid | -             | 56254
56255     | invalid | -             | 56255
56256     | invalid | -             | 56256
56257     | invalid | -             | 56257
56258     | invalid | -             | 56258
56259     | invalid | -             | 56259
56260     | invalid | -             | 56260
56261     | invalid | -             | 56261
56262     | invalid | -             | 56262
56263     | invalid | -             | 56263
56264     | invalid | -             | 56264
56265     | invalid | -             | 56265
56266     | invalid | -             | 56266
56267     | invalid | -             | 56267
56268     | invalid | -             | 56268
56269     | invalid | -             | 56269
56270     | invalid | -             | 56270
56271     | invalid | -             | 56271
56272     | invalid | -             | 56272
56273     | invalid | -             | 56273
56274     | invalid | -             | 56274
56275     | invalid | -             | 56275
56276     | invalid | -             | 56276
56277     | invalid | -             | 56277
56278     | invalid | -             | 56278
56279     | invalid | -             | 56279
56280     | invalid | -             | 56280
56281     | invalid | -             | 56281
56282     | invalid | -             | 56282
56283     | invalid | -             | 56283
56284     | invalid | -             | 56284
56285     | invalid | -             | 56285
56286     | invalid | -             | 56286
56287     | invalid | -             | 56287
56288     | invalid | -             | 56288
56289     | invalid | -             | 56289
56290     | invalid | -             | 56290
56291     | invalid | -             | 56291
56292     | invalid | -             | 56292
56293     | invalid | -             | 56293
56294     | invalid | -             | 56294
56295     | invalid | -             | 56295
56296     | invalid | -             | 56296
56297     | invalid | -             | 56297
56298     | invalid | -             | 56298
56299     | invalid | -             | 56299
56300     | invalid | -             | 56300
56301     | invalid | -             | 56301
56302     | invalid | -             | 56302
56303     | invalid | -             | 56303
56304     | invalid | -             | 56304
56305     | invalid | -             | 56305
56306     | invalid | -             | 56306
56307     | invalid | -             | 56307
56308     | invalid | -             | 56308
56309     | invalid | -             | 56309
56310     | invalid | -             | 56310
56311     | invalid | -             | 56311
56312     | invalid | -             | 56312
56313     | invalid | -             | 56313
56314     | invalid | -             | 56314
56315     | invalid | -             | 56315
56316     | invalid | -             | 56316
56317     | invalid | -             | 56317
56318     | invalid | -             | 56318
56319     | invalid | -             | 56319
56320     | invalid | -             | 56320
56321     | invalid | -             | 56321
56322     | invalid | -             | 56322
56323     | invalid | -             | 56323
56324     | invalid | -             | 56324
56325     | invalid | -             | 56325
56326     | invalid | -             | 56326
56327     | invalid | -             | 56327
56328     | invalid | -             | 56328
56329     | invalid | -             | 56329
56330     | invalid | -             | 56330
56331     | invalid | -             | 56331
56332     | invalid | -             | 56332
56333     | invalid | -             | 56333
56334     | invalid | -             | 56334
56335     | invalid | -             | 56335
56336     | invalid | -             | 56336
56337     | invalid | -             | 56337
56338     | invalid | -             | 56338
56339     | invalid | -             | 56339
56340     | invalid | -             | 56340
56341     | invalid | -             | 56341
56342     | invalid | -             | 56342
56343     | invalid | -             | 56343
56344     | invalid | -             | 56344
56345     | invalid | -             | 56345
56346     | invalid | -             | 56346
56347     | invalid | -             | 56347
56348     | invalid | -             | 56348
56349     | invalid | -             | 56349
56350     | invalid | -             | 56350
56351     | invalid | -             | 56351
56352     | invalid | -             | 56352
56353     | invalid | -             | 56353
56354     | invalid | -             | 56354
56355     | invalid | -             | 56355
56356     | invalid | -             | 56356
56357     | invalid | -             | 56357
56358     | invalid | -             | 56358
56359     | invalid | -             | 56359
56360     | invalid | -             | 56360
56361     | invalid | -             | 56361
56362     | invalid | -             | 56362
56363     | invalid | -             | 56363
56364     | invalid | -             | 56364
56365     | invalid | -             | 56365
56366     | invalid | -             | 56366
56367     | invalid | -             | 56367
56368     | invalid | -             | 56368
56369     | invalid | -             | 56369
56370     | invalid | -             | 56370
56371     | invalid | -             | 56371
56372     | invalid | -             | 56372
56373     | invalid | -             | 56373
56374     | invalid | -             | 56374
56375     | invalid | -             | 56375
56376     | invalid | -             | 56376
56377     | invalid | -             | 56377
56378     | invalid | -             | 56378
56379     | invalid | -             | 56379
56380     | invalid | -             | 56380
56381     | invalid | -             | 56381
56382     | invalid | -             | 56382
56383     | invalid | -             | 56383
56384     | invalid | -             | 56384
56385     | invalid | -             | 56385
56386     | invalid | -             | 56386
56387     | invalid | -             | 56387
56388     | invalid | -             | 56388
56389     | invalid | -             | 56389
56390     | invalid | -             | 56390
56391     | invalid | -             | 56391
56392     | invalid | -             | 56392
56393     | invalid | -             | 56393
56394     | invalid | -             | 56394
56395     | invalid | -             | 56395
56396     | invalid | -             | 56396
56397     | invalid | -             | 56397
56398     | invalid | -             | 56398
56399     | invalid | -             | 56399
56400     | invalid | -             | 56400
56401     | invalid | -             | 56401
56402     | invalid | -             | 56402
56403     | invalid | -             | 56403
56404     | invalid | -             | 56404
56405     | invalid | -             | 56405
56406     | invalid | -             | 56406
56407     | invalid | -             | 56407
56408     | invalid | -             | 56408
56409     | invalid | -             | 56409
56410     | invalid | -             | 56410
56411     | invalid | -             | 56411
56412     | invalid | -             | 56412
56413     | invalid | -             | 56413
56414     | invalid | -             | 56414
56415     | invalid | -             | 56415
56416     | invalid | -             | 56416
56417     | invalid | -             | 56417
56418     | invalid | -             | 56418
56419     | invalid | -             | 56419
56420     | invalid | -             | 56420
56421     | invalid | -             | 56421
56422     | invalid | -             | 56422
56423     | invalid | -             | 56423
56424     | invalid | -             | 56424
56425     | invalid | -             | 56425
56426     | invalid | -             | 56426
56427     | invalid | -             | 56427
56428     | invalid | -             | 56428
56429     | invalid | -             | 56429
56430     | invalid | -             | 56430
56431     | invalid | -             | 56431
56432     | invalid | -             | 56432
56433     | invalid | -             | 56433
56434     | invalid | -             | 56434
56435     | invalid | -             | 56435
56436     | invalid | -             | 56436
56437     | invalid | -             | 56437
56438     | invalid | -             | 56438
56439     | invalid | -             | 56439
56440     | invalid | -             | 56440
56441     | invalid | -             | 56441
56442     | invalid | -             | 56442
56443     | invalid | -             | 56443
56444     | invalid | -             | 56444
56445     | invalid | -             | 56445
56446     | invalid | -             | 56446
56447     | invalid | -             | 56447
56448     | invalid | -             | 56448
56449     | invalid | -             | 56449
56450     | invalid | -             | 56450
56451     | invalid | -             | 56451
56452     | invalid | -             | 56452
56453     | invalid | -             | 56453
56454     | invalid | -             | 56454
56455     | invalid | -             | 56455
56456     | invalid | -             | 56456
56457     | invalid | -             | 56457
56458     | invalid | -             | 56458
56459     | invalid | -             | 56459
56460     | invalid | -             | 56460
56461     | invalid | -             | 56461
56462     | invalid | -             | 56462
56463     | invalid | -             | 56463
56464     | invalid | -             | 56464
56465     | invalid | -             | 56465
56466     | invalid | -             | 56466
56467     | invalid | -             | 56467
56468     | invalid | -             | 56468
56469     | invalid | -             | 56469
56470     | invalid | -             | 56470
56471     | invalid | -             | 56471
56472     | invalid | -             | 56472
56473     | invalid | -             | 56473
56474     | invalid | -             | 56474
56475     | invalid | -             | 56475
56476     | invalid | -             | 56476
56477     | invalid | -             | 56477
56478     | invalid | -             | 56478
56479     | invalid | -             | 56479
56480     | invalid | -             | 56480
56481     | invalid | -             | 56481
56482     | invalid | -             | 56482
56483     | invalid | -             | 56483
56484     | invalid | -             | 56484
56485     | invalid | -             | 56485
56486     | invalid | -             | 56486
56487     | invalid | -             | 56487
56488     | invalid | -             | 56488
56489     | invalid | -             | 56489
56490     | invalid | -             | 56490
56491     | invalid | -             | 56491
56492     | invalid | -             | 56492
56493     | invalid | -             | 56493
56494     | invalid | -             | 56494
56495     | invalid | -             | 56495
56496     | invalid | -             | 56496
56497     | invalid | -             | 56497
56498     | invalid | -             | 56498
56499     | invalid | -             | 56499
56500     | invalid | -             | 56500
56501     | invalid | -             | 56501
56502     | invalid | -             | 56502
56503     | invalid | -             | 56503
56504     | invalid | -             | 56504
56505     | invalid | -             | 56505
56506     | invalid | -             | 56506
56507     | invalid | -             | 56507
56508     | invalid | -             | 56508
56509     | invalid | -             | 56509
56510     | invalid | -             | 56510
56511     | invalid | -             | 56511
56512     | invalid | -             | 56512
56513     | invalid | -             | 56513
56514     | invalid | -             | 56514
56515     | invalid | -             | 56515
56516     | invalid | -             | 56516
56517     | invalid | -             | 56517
56518     | invalid | -             | 56518
56519     | invalid | -             | 56519
56520     | invalid | -             | 56520
56521     | invalid | -             | 56521
56522     | invalid | -             | 56522
56523     | invalid | -             | 56523
56524     | invalid | -             | 56524
56525     | invalid | -             | 56525
56526     | invalid | -             | 56526
56527     | invalid | -             | 56527
56528     | invalid | -             | 56528
56529     | invalid | -             | 56529
56530     | invalid | -             | 56530
56531     | invalid | -             | 56531
56532     | invalid | -             | 56532
56533     | invalid | -             | 56533
56534     | invalid | -             | 56534
56535     | invalid | -             | 56535
56536     | invalid | -             | 56536
56537     | invalid | -             | 56537
56538     | invalid | -             | 56538
56539     | invalid | -             | 56539
56540     | invalid | -             | 56540
56541     | invalid | -             | 56541
56542     | invalid | -             | 56542
56543     | invalid | -             | 56543
56544     | invalid | -             | 56544
56545     | invalid | -             | 56545
56546     | invalid | -             | 56546
56547     | invalid | -             | 56547
56548     | invalid | -             | 56548
56549     | invalid | -             | 56549
56550     | invalid | -             | 56550
56551     | invalid | -             | 56551
56552     | invalid | -             | 56552
56553     | invalid | -             | 56553
56554     | invalid | -             | 56554
56555     | invalid | -             | 56555
56556     | invalid | -             | 56556
56557     | invalid | -             | 56557
56558     | invalid | -             | 56558
56559     | invalid | -             | 56559
56560     | invalid | -             | 56560
56561     | invalid | -             | 56561
56562     | invalid | -             | 56562
56563     | invalid | -             | 56563
56564     | invalid | -             | 56564
56565     | invalid | -             | 56565
56566     | invalid | -             | 56566
56567     | invalid | -             | 56567
56568     | invalid | -             | 56568
56569     | invalid | -             | 56569
56570     | invalid | -             | 56570
56571     | invalid | -             | 56571
56572     | invalid | -             | 56572
56573     | invalid | -             | 56573
56574     | invalid | -             | 56574
56575     | invalid | -             | 56575
56576     | invalid | -             | 56576
56577     | invalid | -             | 56577
56578     | invalid | -             | 56578
56579     | invalid | -             | 56579
56580     | invalid | -             | 56580
56581     | invalid | -             | 56581
56582     | invalid | -             | 56582
56583     | invalid | -             | 56583
56584     | invalid | -             | 56584
56585     | invalid | -             | 56585
56586     | invalid | -             | 56586
56587     | invalid | -             | 56587
56588     | invalid | -             | 56588
56589     | invalid | -             | 56589
56590     | invalid | -             | 56590
56591     | invalid | -             | 56591
56592     | invalid | -             | 56592
56593     | invalid | -             | 56593
56594     | invalid | -             | 56594
56595     | invalid | -             | 56595
56596     | invalid | -             | 56596
56597     | invalid | -             | 56597
56598     | invalid | -             | 56598
56599     | invalid | -             | 56599
56600     | invalid | -             | 56600
56601     | invalid | -             | 56601
56602     | invalid | -             | 56602
56603     | invalid | -             | 56603
56604     | invalid | -             | 56604
56605     | invalid | -             | 56605
56606     | invalid | -             | 56606
56607     | invalid | -             | 56607
56608     | invalid | -             | 56608
56609     | invalid | -             | 56609
56610     | invalid | -             | 56610
56611     | invalid | -             | 56611
56612     | invalid | -             | 56612
56613     | invalid | -             | 56613
56614     | invalid | -             | 56614
56615     | invalid | -             | 56615
56616     | invalid | -             | 56616
56617     | invalid | -             | 56617
56618     | invalid | -             | 56618
56619     | invalid | -             | 56619
56620     | invalid | -             | 56620
56621     | invalid | -             | 56621
56622     | invalid | -             | 56622
56623     | invalid | -             | 56623
56624     | invalid | -             | 56624
56625     | invalid | -             | 56625
56626     | invalid | -             | 56626
56627     | invalid | -             | 56627
56628     | invalid | -             | 56628
56629     | invalid | -             | 56629
56630     | invalid | -             | 56630
56631     | invalid | -             | 56631
56632     | invalid | -             | 56632
56633     | invalid | -             | 56633
56634     | invalid | -             | 56634
56635     | invalid | -             | 56635
56636     | invalid | -             | 56636
56637     | invalid | -             | 56637
56638     | invalid | -             | 56638
56639     | invalid | -             | 56639
56640     | invalid | -             | 56640
56641     | invalid | -             | 56641
56642     | invalid | -             | 56642
56643     | invalid | -             | 56643
56644     | invalid | -             | 56644
56645     | invalid | -             | 56645
56646     | invalid | -             | 56646
56647     | invalid | -             | 56647
56648     | invalid | -             | 56648
56649     | invalid | -             | 56649
56650     | invalid | -             | 56650
56651     | invalid | -             | 56651
56652     | invalid | -             | 56652
56653     | invalid | -             | 56653
56654     | invalid | -             | 56654
56655     | invalid | -             | 56655
56656     | invalid | -             | 56656
56657     | invalid | -             | 56657
56658     | invalid | -             | 56658
56659     | invalid | -             | 56659
56660     | invalid | -             | 56660
56661     | invalid | -             | 56661
56662     | invalid | -             | 56662
56663     | invalid | -             | 56663
56664     | invalid | -             | 56664
56665     | invalid | -             | 56665
56666     | invalid | -             | 56666
56667     | invalid | -             | 56667
56668     | invalid | -             | 56668
56669     | invalid | -             | 56669
56670     | invalid | -             | 56670
56671     | invalid | -             | 56671
56672     | invalid | -             | 56672
56673     | invalid | -             | 56673
56674     | invalid | -             | 56674
56675     | invalid | -             | 56675
56676     | invalid | -             | 56676
56677     | invalid | -             | 56677
56678     | invalid | -             | 56678
56679     | invalid | -             | 56679
56680     | invalid | -             | 56680
56681     | invalid | -             | 56681
56682     | invalid | -             | 56682
56683     | invalid | -             | 56683
56684     | invalid | -             | 56684
56685     | invalid | -             | 56685
56686     | invalid | -             | 56686
56687     | invalid | -             | 56687
56688     | invalid | -             | 56688
56689     | invalid | -             | 56689
56690     | invalid | -             | 56690
56691     | invalid | -             | 56691
56692     | invalid | -             | 56692
56693     | invalid | -             | 56693
56694     | invalid | -             | 56694
56695     | invalid | -             | 56695
56696     | invalid | -             | 56696
56697     | invalid | -             | 56697
56698     | invalid | -             | 56698
56699     | invalid | -             | 56699
56700     | invalid | -             | 56700
56701     | invalid | -             | 56701
56702     | invalid | -             | 56702
56703     | invalid | -             | 56703
56704     | invalid | -             | 56704
56705     | invalid | -             | 56705
56706     | invalid | -             | 56706
56707     | invalid | -             | 56707
56708     | invalid | -             | 56708
56709     | invalid | -             | 56709
56710     | invalid | -             | 56710
56711     | invalid | -             | 56711
56712     | invalid | -             | 56712
56713     | invalid | -             | 56713
56714     | invalid | -             | 56714
56715     | invalid | -             | 56715
56716     | invalid | -             | 56716
56717     | invalid | -             | 56717
56718     | invalid | -             | 56718
56719     | invalid | -             | 56719
56720     | invalid | -             | 56720
56721     | invalid | -             | 56721
56722     | invalid | -             | 56722
56723     | invalid | -             | 56723
56724     | invalid | -             | 56724
56725     | invalid | -             | 56725
56726     | invalid | -             | 56726
56727     | invalid | -             | 56727
56728     | invalid | -             | 56728
56729     | invalid | -             | 56729
56730     | invalid | -             | 56730
56731     | invalid | -             | 56731
56732     | invalid | -             | 56732
56733     | invalid | -             | 56733
56734     | invalid | -             | 56734
56735     | invalid | -             | 56735
56736     | invalid | -             | 56736
56737     | invalid | -             | 56737
56738     | invalid | -             | 56738
56739     | invalid | -             | 56739
56740     | invalid | -             | 56740
56741     | invalid | -             | 56741
56742     | invalid | -             | 56742
56743     | invalid | -             | 56743
56744     | invalid | -             | 56744
56745     | invalid | -             | 56745
56746     | invalid | -             | 56746
56747     | invalid | -             | 56747
56748     | invalid | -             | 56748
56749     | invalid | -             | 56749
56750     | invalid | -             | 56750
56751     | invalid | -             | 56751
56752     | invalid | -             | 56752
56753     | invalid | -             | 56753
56754     | invalid | -             | 56754
56755     | invalid | -             | 56755
56756     | invalid | -             | 56756
56757     | invalid | -             | 56757
56758     | invalid | -             | 56758
56759     | invalid | -             | 56759
56760     | invalid | -             | 56760
56761     | invalid | -             | 56761
56762     | invalid | -             | 56762
56763     | invalid | -             | 56763
56764     | invalid | -             | 56764
56765     | invalid | -             | 56765
56766     | invalid | -             | 56766
56767     | invalid | -             | 56767
56768     | invalid | -             | 56768
56769     | invalid | -             | 56769
56770     | invalid | -             | 56770
56771     | invalid | -             | 56771
56772     | invalid | -             | 56772
56773     | invalid | -             | 56773
56774     | invalid | -             | 56774
56775     | invalid | -             | 56775
56776     | invalid | -             | 56776
56777     | invalid | -             | 56777
56778     | invalid | -             | 56778
56779     | invalid | -             | 56779
56780     | invalid | -             | 56780
56781     | invalid | -             | 56781
56782     | invalid | -             | 56782
56783     | invalid | -             | 56783
56784     | invalid | -             | 56784
56785     | invalid | -             | 56785
56786     | invalid | -             | 56786
56787     | invalid | -             | 56787
56788     | invalid | -             | 56788
56789     | invalid | -             | 56789
56790     | invalid | -             | 56790
56791     | invalid | -             | 56791
56792     | invalid | -             | 56792
56793     | invalid | -             | 56793
56794     | invalid | -             | 56794
56795     | invalid | -             | 56795
56796     | invalid | -             | 56796
56797     | invalid | -             | 56797
56798     | invalid | -             | 56798
56799     | invalid | -             | 56799
56800     | invalid | -             | 56800
56801     | invalid | -             | 56801
56802     | invalid | -             | 56802
56803     | invalid | -             | 56803
56804     | invalid | -             | 56804
56805     | invalid | -             | 56805
56806     | invalid | -             | 56806
56807     | invalid | -             | 56807
56808     | invalid | -             | 56808
56809     | invalid | -             | 56809
56810     | invalid | -             | 56810
56811     | invalid | -             | 56811
56812     | invalid | -             | 56812
56813     | invalid | -             | 56813
56814     | invalid | -             | 56814
56815     | invalid | -             | 56815
56816     | invalid | -             | 56816
56817     | invalid | -             | 56817
56818     | invalid | -             | 56818
56819     | invalid | -             | 56819
56820     | invalid | -             | 56820
56821     | invalid | -             | 56821
56822     | invalid | -             | 56822
56823     | invalid | -             | 56823
56824     | invalid | -             | 56824
56825     | invalid | -             | 56825
56826     | invalid | -             | 56826
56827     | invalid | -             | 56827
56828     | invalid | -             | 56828
56829     | invalid | -             | 56829
56830     | invalid | -             | 56830
56831     | invalid | -             | 56831
56832     | invalid | -             | 56832
56833     | invalid | -             | 56833
56834     | invalid | -             | 56834
56835     | invalid | -             | 56835
56836     | invalid | -             | 56836
56837     | invalid | -             | 56837
56838     | invalid | -             | 56838
56839     | invalid | -             | 56839
56840     | invalid | -             | 56840
56841     | invalid | -             | 56841
56842     | invalid | -             | 56842
56843     | invalid | -             | 56843
56844     | invalid | -             | 56844
56845     | invalid | -             | 56845
56846     | invalid | -             | 56846
56847     | invalid | -             | 56847
56848     | invalid | -             | 56848
56849     | invalid | -             | 56849
56850     | invalid | -             | 56850
56851     | invalid | -             | 56851
56852     | invalid | -             | 56852
56853     | invalid | -             | 56853
56854     | invalid | -             | 56854
56855     | invalid | -             | 56855
56856     | invalid | -             | 56856
56857     | invalid | -             | 56857
56858     | invalid | -             | 56858
56859     | invalid | -             | 56859
56860     | invalid | -             | 56860
56861     | invalid | -             | 56861
56862     | invalid | -             | 56862
56863     | invalid | -             | 56863
56864     | invalid | -             | 56864
56865     | invalid | -             | 56865
56866     | invalid | -             | 56866
56867     | invalid | -             | 56867
56868     | invalid | -             | 56868
56869     | invalid | -             | 56869
56870     | invalid | -             | 56870
56871     | invalid | -             | 56871
56872     | invalid | -             | 56872
56873     | invalid | -             | 56873
56874     | invalid | -             | 56874
56875     | invalid | -             | 56875
56876     | invalid | -             | 56876
56877     | invalid | -             | 56877
56878     | invalid | -             | 56878
56879     | invalid | -             | 56879
56880     | invalid | -             | 56880
56881     | invalid | -             | 56881
56882     | invalid | -             | 56882
56883     | invalid | -             | 56883
56884     | invalid | -             | 56884
56885     | invalid | -             | 56885
56886     | invalid | -             | 56886
56887     | invalid | -             | 56887
56888     | invalid | -             | 56888
56889     | invalid | -             | 56889
56890     | invalid | -             | 56890
56891     | invalid | -             | 56891
56892     | invalid | -             | 56892
56893     | invalid | -             | 56893
56894     | invalid | -             | 56894
56895     | invalid | -             | 56895
56896     | invalid | -             | 56896
56897     | invalid | -             | 56897
56898     | invalid | -             | 56898
56899     | invalid | -             | 56899
56900     | invalid | -             | 56900
56901     | invalid | -             | 56901
56902     | invalid | -             | 56902
56903     | invalid | -             | 56903
56904     | invalid | -             | 56904
56905     | invalid | -             | 56905
56906     | invalid | -             | 56906
56907     | invalid | -             | 56907
56908     | invalid | -             | 56908
56909     | invalid | -             | 56909
56910     | invalid | -             | 56910
56911     | invalid | -             | 56911
56912     | invalid | -             | 56912
56913     | invalid | -             | 56913
56914     | invalid | -             | 56914
56915     | invalid | -             | 56915
56916     | invalid | -             | 56916
56917     | invalid | -             | 56917
56918     | invalid | -             | 56918
56919     | invalid | -             | 56919
56920     | invalid | -             | 56920
56921     | invalid | -             | 56921
56922     | invalid | -             | 56922
56923     | invalid | -             | 56923
56924     | invalid | -             | 56924
56925     | invalid | -             | 56925
56926     | invalid | -             | 56926
56927     | invalid | -             | 56927
56928     | invalid | -             | 56928
56929     | invalid | -             | 56929
56930     | invalid | -             | 56930
56931     | invalid | -             | 56931
56932     | invalid | -             | 56932
56933     | invalid | -             | 56933
56934     | invalid | -             | 56934
